danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Dark Trap,Emo,Hiphop,Pop,Rap,RnB,Trap Metal,Underground Rap,dnb,hardstyle,psytrance,techhouse,techno,trance,trap
0.839,0.702,2,-3.997,1,0.139,0.106,0.0,0.311,0.342,182.946,220395,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.426,0.584,1,-5.293,1,0.296,0.0383,0.0,0.188,0.272,193.437,193213,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.664,0.838,9,-5.765,1,0.0688,0.0066,0.0042,0.117,0.549,169.031,136331,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.525,0.78,11,-5.344,1,0.324,0.0321,0.0,0.432,0.623,81.746,234106,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.804,0.864,2,-7.511,1,0.0582,0.0015,0.926,0.121,0.702,123.996,389032,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.507,0.72,9,-5.913,0,0.0401,0.425,0.113,0.104,0.208,150.12,195600,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.64,0.607,1,-6.513,1,0.0432,0.0026,0.819,0.108,0.0415,115.024,165169,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0.926,0.857,8,-3.114,1,0.16,0.0614,0.0,0.404,0.715,194.066,220267,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.786,0.889,1,-1.396,1,0.411,0.0431,0.0,0.15,0.244,139.929,260607,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.541,0.979,11,-3.016,0,0.139,0.0001,0.34,0.791,0.689,174.097,281520,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.53,0.427,9,-7.338,0,0.0275,0.405,0.0832,0.0976,0.195,150.222,179043,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.633,0.696,11,-6.546,0,0.0487,0.0028,0.914,0.0754,0.0726,173.994,353492,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.558,0.933,4,-2.14,0,0.047,0.002,0.0,0.0796,0.408,175.014,218057,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.899,0.479,0,-4.122,0,0.321,0.118,0.0,0.107,0.693,141.007,184088,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.395,0.33,4,-10.924,0,0.0408,0.316,0.0,0.268,0.102,197.626,308006,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.496,0.82,8,-6.243,1,0.0363,0.0134,0.811,0.075,0.0443,173.981,249655,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.788,0.803,8,-4.708,0,0.0904,0.202,0.0,0.257,0.848,143.038,304053,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.404,0.836,9,-3.926,0,0.154,0.0064,0.0028,0.064,0.0699,128.002,247438,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.869,0.651,2,-5.359,1,0.0474,0.0871,0.0038,0.094,0.192,115.01,143020,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.38,0.559,10,-9.881,1,0.044,0.0611,0.0,0.123,0.437,187.762,208573,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.537,0.943,1,-6.241,1,0.0461,0.0005,0.861,0.288,0.327,139.99,555236,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.441,0.907,11,-3.963,1,0.0472,0.0018,0.287,0.328,0.233,150.052,232503,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.609,0.802,8,-2.402,1,0.0512,0.0002,0.786,0.111,0.173,150.086,217600,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.735,0.656,1,-6.968,1,0.0469,0.0028,0.0,0.122,0.27,135.033,227994,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.465,0.939,5,-2.032,0,0.0381,0.0002,0.0146,0.126,0.0527,174.987,244114,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.46,0.866,9,-6.497,0,0.0428,0.0008,0.0174,0.369,0.113,150.06,166391,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.903,0.595,6,-7.473,1,0.0669,0.0021,0.0534,0.0904,0.37,125.025,341920,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.635,0.885,1,-7.221,1,0.0402,0.0076,0.513,0.74,0.356,133.992,340504,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.73,0.37,4,-8.294,1,0.0334,0.638,0.0,0.0894,0.782,213.702,101500,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.699,0.558,11,-7.622,1,0.0603,0.462,0.0,0.116,0.493,159.984,165000,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0.577,0.924,9,-6.413,1,0.041,0.0004,0.884,0.0443,0.0952,123.001,413659,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.552,0.643,0,-7.36,1,0.0327,0.0364,0.74,0.105,0.212,120.012,272800,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.594,0.906,1,-4.614,1,0.106,0.015,0.001,0.1,0.606,150.011,324800,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.276,0.715,0,-5.356,1,0.0432,0.0055,0.0004,0.201,0.173,137.028,230760,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.571,0.852,1,-6.995,1,0.0491,0.0003,0.865,0.108,0.438,135.997,431029,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.79,0.47,1,-8.594,1,0.223,0.49,0.0,0.0884,0.53,126.992,146467,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0.62,0.925,1,-6.86,0,0.109,0.0087,0.739,0.225,0.106,148.993,388269,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.454,0.994,6,-5.92,1,0.0517,0.0005,0.413,0.726,0.215,138.006,330500,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.672,0.945,0,-1.587,1,0.0758,0.0013,0.798,0.115,0.0466,174.035,281706,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.521,0.911,11,-3.923,0,0.0578,0.0038,0.0,0.326,0.617,139.069,209933,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.467,0.843,11,-4.434,0,0.043,0.0046,0.039,0.105,0.294,149.993,134404,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.823,0.476,7,-8.951,1,0.242,0.0115,0.0,0.213,0.353,144.998,174067,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.658,0.759,0,-11.744,1,0.0317,0.191,0.883,0.11,0.436,134.007,426400,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.791,0.854,8,-6.121,1,0.324,0.0359,0.0,0.314,0.316,140.033,75862,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.42,0.578,8,-8.87,0,0.133,0.819,0.0,0.129,0.528,136.642,187951,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.633,0.843,11,-1.036,0,0.0545,0.001,0.0194,0.133,0.468,139.959,209143,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.499,0.826,9,-7.082,0,0.0534,0.001,0.029,0.122,0.427,140.007,281083,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.787,0.666,9,-7.719,0,0.0522,0.0704,0.0,0.0935,0.389,143.016,174880,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.436,0.988,0,-1.814,1,0.545,0.0,0.612,0.147,0.14,175.067,233143,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.57,0.58,1,-5.547,1,0.21,0.0124,0.0,0.0498,0.404,171.812,270627,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.58,0.707,6,-7.502,1,0.054,0.0094,0.855,0.0681,0.451,174.004,311684,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.919,0.796,1,-7.079,1,0.223,0.0272,0.0,0.4,0.915,106.534,157750,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.637,0.935,0,-2.467,1,0.107,0.0086,0.004,0.214,0.468,150.082,207200,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.705,0.943,1,-8.347,1,0.0968,0.0319,0.819,0.0697,0.112,145.011,361707,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.612,0.304,5,-9.77,0,0.0332,0.754,0.0075,0.108,0.308,119.879,208789,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.803,0.736,0,-6.559,0,0.129,0.0354,0.0,0.126,0.518,124.998,207360,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.684,0.898,1,-7.796,0,0.0514,0.0006,0.827,0.0919,0.0815,127.001,483780,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.801,0.807,1,-5.535,0,0.0525,0.0001,0.893,0.0949,0.111,126.0,495714,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.75,0.84,6,-4.855,1,0.349,0.369,0.0,0.0916,0.801,198.108,213760,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.577,0.928,8,-6.387,0,0.0402,0.0002,0.797,0.91,0.357,144.015,423333,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.868,0.474,2,-8.252,1,0.339,0.0258,0.0,0.101,0.189,130.0,171692,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.701,0.768,1,-3.531,1,0.229,0.354,0.0,0.148,0.724,178.151,155093,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.726,0.732,8,-5.596,1,0.189,0.0129,0.0002,0.681,0.127,144.065,86667,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.646,0.902,7,-6.505,1,0.0428,0.0004,0.906,0.0663,0.293,125.001,279188,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.462,0.882,11,-9.014,1,0.0393,0.0003,0.811,0.341,0.526,133.021,210053,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.752,0.498,5,-8.755,0,0.419,0.0053,0.0,0.149,0.284,160.045,181453,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.559,0.783,2,-6.308,1,0.041,0.0041,0.23,0.152,0.0389,172.015,262369,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.488,0.992,9,-5.936,0,0.0941,0.0002,0.921,0.0414,0.219,137.995,434020,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.715,0.694,8,-6.763,0,0.0386,0.0001,0.304,0.298,0.695,128.0,434000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.728,0.72,10,-8.829,0,0.116,0.0146,0.579,0.704,0.373,137.969,459129,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.92,0.677,2,-3.484,1,0.266,0.216,0.0,0.0981,0.939,183.878,223267,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.527,0.89,2,-9.927,1,0.0381,0.0773,0.899,0.0959,0.0403,133.024,332030,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.86,0.937,1,-4.869,0,0.0515,0.0043,0.765,0.116,0.537,126.954,204107,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.309,0.791,8,-9.256,0,0.0625,0.0317,0.0,0.496,0.0462,129.62,210970,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.664,0.671,10,-7.635,0,0.368,0.773,0.0,0.101,0.927,83.775,263915,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.593,0.367,1,-12.624,1,0.0378,0.009,0.757,0.108,0.0729,123.075,250295,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.563,0.861,11,-7.448,1,0.343,0.622,0.0,0.553,0.798,189.968,312907,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.705,0.911,6,-7.398,0,0.0497,0.0,0.844,0.364,0.238,145.025,392834,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.593,0.983,7,-2.748,1,0.083,0.0036,0.517,0.154,0.221,172.01,321001,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.673,0.889,6,-3.255,0,0.339,0.123,0.0,0.448,0.655,118.153,127400,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.551,0.953,10,-3.075,0,0.192,0.0115,0.0684,0.0745,0.341,150.167,202892,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.59,0.903,10,-9.413,0,0.0566,0.227,0.915,0.113,0.418,134.998,309333,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.556,0.944,9,-2.901,0,0.0443,0.017,0.0,0.197,0.399,150.0,228800,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.415,0.263,4,-12.767,0,0.0341,0.422,0.889,0.112,0.0627,124.024,218740,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.806,0.97,7,-7.323,1,0.101,0.0083,0.497,0.0567,0.387,123.014,304390,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.587,0.932,2,-4.21,0,0.0372,0.0365,0.0002,0.327,0.351,149.976,198010,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.834,0.26,10,-17.622,0,0.0525,0.797,0.0376,0.114,0.175,199.938,187051,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.574,0.972,8,-4.554,0,0.0666,0.0055,0.129,0.352,0.527,130.028,182938,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.498,0.838,0,-5.305,1,0.043,0.003,0.009,0.232,0.155,136.098,204706,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.717,0.814,6,-3.828,1,0.229,0.0945,0.0,0.853,0.342,150.066,244800,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.74,0.791,11,-4.154,0,0.21,0.0136,0.0,0.16,0.827,191.222,251787,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.49,0.952,0,-1.86,1,0.0533,0.0002,0.368,0.334,0.353,140.002,215143,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.803,0.96,9,-3.342,0,0.0429,0.0157,0.0242,0.0566,0.547,125.99,231271,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.872,0.932,7,-3.742,1,0.191,0.033,0.0,0.233,0.526,186.052,276600,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.613,0.905,4,-5.904,0,0.109,0.0005,0.805,0.116,0.0324,136.976,480000,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.627,0.59,8,-9.885,0,0.0434,0.0033,0.845,0.11,0.583,125.997,441945,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.503,0.519,11,-7.191,1,0.0435,0.167,0.0,0.278,0.151,131.816,200000,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.802,0.796,0,-5.225,1,0.0554,0.0053,0.886,0.0864,0.309,126.004,414000,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.484,0.405,7,-11.089,1,0.032,0.659,0.0,0.0893,0.376,148.551,158960,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.493,0.747,9,-9.102,0,0.0522,0.0737,0.866,0.107,0.192,159.964,128067,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.505,0.908,10,-1.336,0,0.0609,0.0088,0.0092,0.331,0.343,154.997,200032,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.588,0.554,8,-8.406,1,0.0545,0.216,0.118,0.0619,0.496,146.133,238333,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.589,0.832,1,-3.429,0,0.0724,0.031,0.0,0.103,0.538,160.03,154667,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.83,0.788,11,-5.565,0,0.274,0.0599,0.0,0.0495,0.473,175.93,201920,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.788,0.851,5,-5.54,0,0.044,0.0002,0.83,0.12,0.877,124.034,221613,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.633,0.9,2,-6.391,1,0.0874,0.0016,0.0531,0.255,0.608,155.088,238000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.516,0.936,11,-4.277,0,0.0639,0.0002,0.169,0.0837,0.224,138.015,353043,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.784,0.91,10,-5.883,0,0.0603,0.272,0.0258,0.159,0.822,127.043,273438,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.908,0.641,1,-8.286,1,0.371,0.0032,0.0,0.0903,0.403,105.939,154496,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.699,0.909,1,-1.295,1,0.339,0.0034,0.0062,0.112,0.166,139.894,234857,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.715,0.733,8,-9.522,1,0.0553,0.0002,0.863,0.0826,0.0242,121.003,536534,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0.339,0.914,0,-4.118,1,0.1,0.0004,0.723,0.335,0.415,173.962,346845,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.661,0.88,1,-7.499,1,0.038,0.0035,0.0036,0.369,0.214,124.991,188000,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.51,0.933,10,-6.015,0,0.0593,0.01,0.0009,0.122,0.305,149.928,214800,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.53,0.843,1,-2.271,1,0.39,0.428,0.0,0.164,0.919,199.946,202785,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0.71,0.923,10,-5.262,0,0.0666,0.22,0.0,0.606,0.697,176.093,201818,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.543,0.982,7,-6.642,1,0.0767,0.0001,0.564,0.0666,0.357,126.012,388571,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.702,0.414,8,-10.823,1,0.122,0.387,0.0,0.112,0.2,152.916,201279,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.907,0.65,6,-5.661,0,0.312,0.0109,0.0004,0.107,0.626,147.026,195547,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.415,0.867,6,-7.7,1,0.0692,0.0001,0.349,0.743,0.272,138.044,224389,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.566,0.954,6,-4.678,1,0.0376,0.0041,0.0257,0.0943,0.887,125.967,155250,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.513,0.855,8,-3.664,1,0.0375,0.0293,0.933,0.316,0.0367,173.996,364149,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.477,0.942,9,-4.926,0,0.388,0.0061,0.0002,0.283,0.302,154.79,266323,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.825,0.883,7,-8.034,0,0.0418,0.235,0.929,0.121,0.105,127.948,240837,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.627,0.764,6,-6.183,0,0.0305,0.0816,0.0434,0.12,0.0987,140.029,233143,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.857,0.353,1,-6.146,1,0.077,0.374,0.0,0.133,0.0749,123.091,115122,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0.448,0.875,2,-5.446,0,0.0666,0.0004,0.0011,0.255,0.524,185.06,283827,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.53,0.979,10,-2.145,0,0.0559,0.0031,0.0006,0.33,0.482,150.043,195380,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.902,0.575,4,-6.553,0,0.0696,0.0117,0.589,0.116,0.636,123.02,242690,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.928,0.341,11,-10.196,0,0.103,0.0614,0.0,0.162,0.745,129.966,170233,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.726,0.798,10,-2.744,0,0.072,0.0088,0.0,0.556,0.522,171.974,255599,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.576,0.985,6,-8.028,0,0.0722,0.0025,0.815,0.158,0.353,140.062,270871,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.662,0.973,0,-6.167,1,0.0416,0.0,0.836,0.412,0.355,148.007,528649,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.848,0.485,11,-6.432,0,0.0491,0.0013,0.011,0.0421,0.306,123.993,408067,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.487,0.869,8,-9.801,0,0.0611,0.0004,0.129,0.322,0.234,130.875,272769,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.458,0.978,11,-3.493,0,0.111,0.091,0.0455,0.102,0.275,150.063,284935,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.679,0.931,7,-4.235,0,0.0603,0.0272,0.832,0.147,0.381,124.0,219678,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.781,0.553,0,-4.277,1,0.0735,0.201,0.0002,0.383,0.308,121.968,135497,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.674,0.859,7,-4.612,0,0.0355,0.0303,0.862,0.104,0.0549,111.002,179465,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.709,0.658,7,-5.788,1,0.0563,0.0117,0.0,0.573,0.217,138.971,200373,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.647,0.478,8,-8.837,1,0.0782,0.547,0.0,0.156,0.333,135.877,232907,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.498,0.986,2,-5.806,1,0.103,0.0003,0.82,0.353,0.0607,139.984,416938,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.433,0.973,8,-0.913,1,0.185,0.0013,0.621,0.163,0.16,174.065,277741,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.473,0.974,5,-3.501,0,0.537,0.0007,0.001,0.433,0.0912,149.862,201187,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.53,0.93,0,-6.546,1,0.0422,0.0,0.4,0.0409,0.282,138.01,402750,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.848,0.327,1,-16.44,1,0.353,0.256,0.0,0.108,0.718,133.995,186421,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.557,0.987,11,-3.678,0,0.0954,0.081,0.805,0.268,0.569,150.092,228846,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.757,0.641,1,-9.375,1,0.0695,0.314,0.0,0.122,0.394,148.869,131457,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.786,0.948,1,-7.677,1,0.0876,0.0018,0.895,0.109,0.0396,125.0,418560,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.637,0.856,1,-5.649,1,0.0337,0.0366,0.0308,0.0809,0.285,160.068,167107,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0.827,0.77,1,-7.36,1,0.151,0.0001,0.754,0.0946,0.372,121.995,474000,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0.809,0.646,6,-7.758,1,0.0514,0.0001,0.869,0.0689,0.785,124.001,365807,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.726,0.966,1,-6.912,1,0.0467,0.0001,0.75,0.13,0.275,141.989,407773,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.684,0.884,9,-6.908,1,0.35,0.0052,0.0,0.17,0.556,136.168,199928,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
0.625,0.892,1,-8.071,1,0.31,0.0249,0.0006,0.399,0.362,166.054,150361,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.592,0.834,1,-4.979,1,0.262,0.0018,0.0001,0.322,0.185,146.193,272667,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.531,0.569,4,-10.566,0,0.0294,0.191,0.956,0.177,0.237,125.026,184320,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.554,0.903,1,-4.214,0,0.0836,0.169,0.0047,0.352,0.624,150.052,250523,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.456,0.901,5,-6.974,0,0.14,0.0042,0.0068,0.224,0.137,205.96,256000,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.797,0.574,11,-8.522,1,0.0884,0.102,0.0006,0.154,0.629,179.96,277243,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.584,0.722,6,-3.447,1,0.0448,0.0006,0.005,0.14,0.262,140.0,195442,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.775,0.971,8,-0.24,0,0.261,0.0648,0.0,0.0836,0.438,174.992,224914,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.163,0.895,5,-12.299,0,0.0549,0.0063,0.749,0.15,0.211,138.144,304360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.37,0.938,8,-6.147,0,0.426,0.0645,0.383,0.133,0.172,150.165,233600,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.567,0.913,8,-6.471,1,0.0736,0.0934,0.0001,0.114,0.792,186.7,210926,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.564,0.914,0,-6.043,1,0.148,0.0014,0.605,0.102,0.496,150.008,270138,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.502,0.879,2,-4.251,0,0.0457,0.0002,0.106,0.156,0.0763,130.011,251077,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.865,0.891,0,-5.618,0,0.265,0.0866,0.0,0.0842,0.671,200.074,125048,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.77,0.767,11,-11.101,0,0.0876,0.0091,0.936,0.112,0.0399,130.001,371291,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.783,0.977,11,-4.882,0,0.0867,0.0003,0.677,0.0391,0.516,127.031,366614,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.739,0.756,4,-4.828,1,0.0394,0.0136,0.0,0.37,0.523,110.028,231387,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.482,0.794,9,-11.738,1,0.0443,0.0008,0.11,0.85,0.124,129.808,274430,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.921,0.467,1,-8.443,1,0.119,0.0149,0.0002,0.334,0.287,135.995,191252,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.624,0.939,10,-6.549,0,0.0491,0.0,0.752,0.112,0.184,144.01,440000,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.667,0.742,10,-9.186,0,0.0543,0.0024,0.902,0.11,0.0375,128.015,496440,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.571,0.715,9,-9.59,0,0.0569,0.0024,0.872,0.545,0.101,128.038,307474,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.313,0.523,7,-10.923,0,0.0774,0.595,0.531,0.376,0.0724,116.0,221638,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.589,0.775,10,-7.196,0,0.0399,0.0011,0.0272,0.128,0.0763,171.992,180605,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
